Description	Coverage	Assumptions	Tested?	Comprehensible?	Uses markdown?	Layout	Transferable?	Reviewer
How to deploy the service internally: an example with the EBI Ontology Lookup Service	yes	yes	yes	yes	yes 	yes	yes	Emiliano Reynares
